Periodo;ComunidadesAutonomas;TipoAlojamiento;TipoResidente;Pernoctaciones;Viajero
1/08/2023; Comunidad Foral de Navarra;Campings;Residentes en Espana;197945;42323
1/08/2023; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;64224;40198
1/08/2023; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;173355;84441
1/08/2023; Pais Vasco;Albergues;Residentes en el Extranjero;38947;21086
1/08/2023; Pais Vasco;Albergues;Residentes en Espana;43615;21612
1/08/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;26788;8548
1/08/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;68898;18266
1/08/2023; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;46621;12759
1/08/2023; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;53343;13471
1/08/2023; Pais Vasco;Campings;Residentes en el Extranjero;107611;41041
1/08/2023; Pais Vasco;Campings;Residentes en Espana;143911;29689
1/08/2023; Pais Vasco;Hotelera;Residentes en el Extranjero;424973;209074
1/08/2023; Pais Vasco;Hotelera;Residentes en Espana;448335;193998
1/08/2023; La Rioja;Albergues;Residentes en el Extranjero;3759;3304
1/08/2023; La Rioja;Albergues;Residentes en Espana;8039;3595
1/08/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;1264;631
1/08/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;11791;3756
1/08/2023; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;4581;1649
1/08/2023; La Rioja;Apartamentos Turisticos;Residentes en Espana;37907;13766
1/08/2023; La Rioja;Campings;Residentes en el Extranjero;6862;4247
1/08/2023; La Rioja;Campings;Residentes en Espana;95963;16876
1/08/2023; La Rioja;Hotelera;Residentes en el Extranjero;22790;14330
1/08/2023; La Rioja;Hotelera;Residentes en Espana;96905;56288
1/08/2023; Ceuta;Hotelera;Residentes en el Extranjero;6317;2924
1/08/2023; Ceuta;Hotelera;Residentes en Espana;13970;5755
1/08/2023; Melilla;Hotelera;Residentes en el Extranjero;4540;2561
1/08/2023; Melilla;Hotelera;Residentes en Espana;8166;2604
1/09/2023; Andalucia;Albergues;Residentes en el Extranjero;62288;27965
1/09/2023; Andalucia;Albergues;Residentes en Espana;50455;17726
1/09/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;73529;16390
1/09/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;62719;24494
1/09/2023; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;606839;148860
1/09/2023; Andalucia;Apartamentos Turisticos;Residentes en Espana;470956;146066
1/09/2023; Andalucia;Campings;Residentes en el Extranjero;151522;45694
1/09/2023; Andalucia;Campings;Residentes en Espana;382371;98308
1/09/2023; Andalucia;Hotelera;Residentes en el Extranjero;3408937;984701
1/09/2023; Andalucia;Hotelera;Residentes en Espana;2586139;1040799
